"","id","sentence","difficulty"
"999","999","lorsqu elle me vit ses paroles s arrêtèrent sur ses lèvres  elle demeura tout interdite ","C2"
"1000","1000","quand j allais à la déchetterie mes amis étaient sceptiques certains me pensaient même un peu folle ","B2"
"1001","1001","faute de temps nous n avons pas pu visiter le musée d art contemporain ","B1"
"1002","1002","les mois de mars et avril passent en accéléré  procès rendez vous médicaux concerts ballets devoirs et match de baseball s enchaînent à une vitesse incroyable et pendant tout ce temps le ventre de chelsea ne cesse de s étirer ","B2"
"1003","1003","le comte de p   était absent  les combats que j avais livrés longtemps à mon propre caractère l impatience que j éprouvais de n avoir pu le surmonter mon incertitude sur le succès de ma tentative jetèrent dans ma lettre une agitation qui ressemblait fort à l amour ","C2"
"1004","1004","candide plus ému encore de compassion que d horreur donna à cet épouvantable gueux les deux florins qu il avait reçus de son honnête anabaptiste jacques ","C1"
"1005","1005","on réinvente le dimanche dans une perspective laïque ","C1"
"1006","1006","moi je m appelle lien ","A1"
"1007","1007","votre place aujourd hui là voyons entre nous vous a coûté combien ","A2"
"1008","1008","je m entends à peine penser ","A2"
"1009","1009","comment tu parles de ton père ","A2"
"1010","1010","des chorales chantent sur le parvis rappelant que cette fête est à l origine une fête religieuse","B2"
"1011","1011","je mange souvent une salade ou un sandwich dans mon bureau ","A1"
"1012","1012","le lendemain en se promenant il rencontra un gueux tout couvert de pustules les yeux morts le bout du nez rongé la bouche de travers les dents noires et parlant de la gorge tourmenté d une toux violente et crachant une dent à chaque effort ","C1"
"1013","1013","longtemps la france a répondu non ","B1"
"1014","1014","depuis 1975 l établissement public a protégé quoi à peu près 10 du linéaire côtier du béton ","C1"
"1015","1015","pour le mariage mixte le choc culturel est presque certain ","B2"
"1016","1016","lorsqu une culture est assimilée par une autre la langue menacée subit un processus qui passe généralement par trois étapes ","C1"
"1017","1017","pourtant beaucoup de filles s estiment bonnes en maths  mais n ont jamais envisagé d y faire carrière  un premier indice expliquant peut être le faible nombre de femmes en mathématiques ","B2"
"1018","1018","est ce que le professeur omar est libre ","A1"
"1019","1019","les préférences se tournèrent alors plutôt vers l automobile qui permettait de transporter plusieurs personnes protégées de la pluie du vent et de la saleté ","B2"
"1020","1020","la gorge ronde des mannequins gonflait l étoffe les hanches fortes exagéraient la finesse de la taille la tête absente était remplacée par une grande étiquette piquée avec une épingle dans le molleton rouge du col  tandis que les glaces aux deux côtés de la vitrine par un jeu calculé les reflétaient et les multipliaient sans fin peuplaient la rue de ces belles femmes à vendre et qui portaient des prix en gros chiffres à la place des têtes ","C2"
"1021","1021","du surgelé du réchauffé du périmé et pire encore  de l industrialisé se faisant passer pour du traditionnel ","B2"
"1022","1022","rencontrant dans mon cours de biologie une notion complexe je descendis pour aller demander à mon père d éclairer ma lanterne ","C2"
"1023","1023","je me réveille tous les jpurs à 6 heures et quart ","A1"
"1024","1024","l idée de base en commande référencée vision consiste a considérer un système de vision comme un capteur particulier associé à une tâche et inséré dans une boucle de commande ","C1"
"1025","1025","l objectif de ce type de voyage est d être actif et non pas un touriste passif qui visite sans vraiment découvrir la vie et les habitudes locales ","B1"
"1026","1026","les hommes sont dépeints comme des amants incroyables et insatiables au lit ","C1"
"1027","1027","les vélos furent remplacés par les vélomoteurs et des motocyclettes plus commodes et moins chères que les automobiles ","B2"
"1028","1028","quand elle s amusait dans la conversation ses yeux se tournaient naturellement vers moi ","C2"
"1029","1029","si sept millions de citadins rêvent de refaire leur vie aux champs tous ne passent pourtant pas à l acte ","C1"
"1030","1030","mes paroles amères furent considérées comme des preuves d une âme haineuse mes plaisanteries comme des attentats contre tout ce qu il y avait de plus respectable ","C2"
"1031","1031","ils se réfugient au wyoming tandis que les tribus indiennes affamées et épuisées se rendent ","C1"
"1032","1032","il fait un temps magnifique et nous avons des milliers de choses à faire ","A1"
"1033","1033","les micro changements apportés par ce type d union sont capables d annoncer de profonds changements sociaux ","B2"
"1034","1034","et par rapport à toute cette frénésie on a besoin de prendre du recul","A2"
"1035","1035","les rythmes de vie les coutumes vestimentaires les manières d habiter bref toutes les normes mondialisées de la vie quotidiennes même si elles peuvent être localement battues en brèche ont une histoire enracinée dans l occident ","C1"
"1036","1036","depuis quelques semaines le gouvernement français tente de réformer le régime des retraites ","B2"
"1037","1037","la famille cultive un potager dans sa cour depuis plusieurs années mais c est la première fois qu elle expérimente les semis intérieurs ","B2"
"1038","1038","il va beaucoup mieux depuis qu il a changé de travail ","A2"
"1039","1039","j ai promis de dire la vérité au juge ","A2"
"1040","1040","aussi la journée du 16 octobre est elle centrée sur une alliance internationale contre la faim  qui devrait espère la fao jouer un rôle de catalyseur en mettant en commun les forces de chacun  producteurs d aliments consommateurs organisations internationales industries agroalimentaires scientifiques bailleurs de fonds groupes religieux et organisations non gouvernementales ","C1"
"1041","1041","hé bien il faut remonter en 1534 pour en trouver l origine quand le navigateur jacques cartier découvre le québec","C1"
"1042","1042","richard castelli les machines robots ou non remplacent déjà beaucoup d humains mais on a oublié que c étaient eux qui effectuaient ces travaux auparavant ","B2"
"1043","1043","je vous demanderai de tout lui montrer et de le seconder cette semaine ","B1"
"1044","1044","pour chaque histoire j écoute l audio et dans le même moment j écris ce que je comprends ","B1"
"1045","1045","d autres comme le front de libération des animaux animal liberation front  considèrent la chose du point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des ressources renouvelables assujetties à l exploitation humaine ","C1"
"1046","1046","nous passions les grandes vacances à valras dans le sud de la france","A2"
"1047","1047","pour aller à la mairie s il vous plaît ","A1"
"1048","1048","dans le ciel les mouettes tournoyaient et s interpellaient bruyamment leurs cris se mêlaient au vrombissement des bateaux à moteur qui sillonnaient l archipel ","C2"
"1049","1049","une fille super quoi  j ai tout de suite eu envie de devenir son ami ","A2"
"1050","1050","d une part la hausse des agressions sexuelles contre les adolescentes à l intérieur même des établissements ","C1"
"1051","1051","ces nouvelles tensions interviennent après une journée de répression meurtrière dimanche avec au moins 18 manifestants tué ","B2"
"1052","1052","alors se modifièrent rapidement les règles sévères qu elle m avait prescrites ","C2"
"1053","1053","la région qui avait déjà été touchée par un ouragan du nom d eta c était il y a deux semaines","A2"
"1054","1054","selon une récente enquête réalisée par ipsos 84 d entre eux jugent important voire primordial pour la vie familiale associative culturelle ou religieuse que le dimanche reste le jour de repos commun à la plupart des salariés ","C2"
"1055","1055","si cette dernière innovation voyait le jour une de ses applications serait tout aussi impressionnante et inquiétante ","B2"
"1056","1056","une des sources majeures des gaz à effet de serre dans le monde étant la production d électricité d origine fossile il est donc normal de s atteler à l immense tâche de décarboner nos productions ","C1"
"1057","1057","ce dernier lui décrit sa patrie dans les contrées du sud il lui parle des coutumes des traditions de son peuple ","B2"
"1058","1058","telle est du moins la représentation métaphorique qu on s en fait dans la culture populaire afghane entre soeurs copines ou voisines à l abri des oreilles masculines indiscrètes ","C1"
"1059","1059","ils sont tolérants et compréhensifs à condition que les enfants réussissent leurs études ","B2"
"1060","1060","nous voulûmes donner suite à sa requête mais nous dûmes nous résoudre et nous nous tûmes sur les tenants et aboutissants ","C2"
"1061","1061","son pelage était celui d un loup avec une dominante grise nettement marquée mais des reflets rouges insaisissables furtifs comme des ombres couraient par instants dans sa fourrure la faisant paraître tantôt grise tantôt  trop fugacement pour que l impression demeure  d une belle couleur fauve ","C2"
"1062","1062","c est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre","A2"
"1063","1063","grégoire est nul à l école tellement nul qu à treize ans il est toujours en sixième ","A2"
"1064","1064","la caravane traversait lentement les dunes orangées comme le soleil déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l obscurité la plus totale et terrifiante ","C1"
"1065","1065","nous comprenons qu une partie du personnel soit mécontente et méfiante mais nous prendrons toutes les mesures pour éviter que cela nuise au personnel et à notre image de marque ","B2"
"1066","1066","quelqu un a essayé de brûler la maison et on ignore qui et pourquoi ","B1"
"1067","1067","elle obligeait à effectuer des interventions mécaniques fréquentes ","B2"
"1068","1068","j accepterais ce poste à condition qu il soit basé à zurich ","B1"
"1069","1069","bref  réfléchir à l utilisation que vous allez en avoir et non pas en fonction du prix même mini ","A2"
"1070","1070","c est son péché mignon ça boire un bon verre de vin blanc","B1"
"1071","1071","elle n aime pas les gens que je fréquente ","A2"
"1072","1072","c est quoi le plat du jour s il vous plaît ","A1"
"1073","1073","salut je suis espagnole et toi ","A1"
"1074","1074","au niveau national la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières semaines ","C1"
"1075","1075","honte de devoir leur amour à ma beauté mon écoeurante beauté qui fait battre les paupières des chéries ma méprisable beauté dont elles me cassent les oreilles depuis mes seize ans ","C1"
"1076","1076","longtemps il fut une journée remplie d obligations sociales ","C1"
"1077","1077","il s agit d un processus volontaire et tourné vers l avenir qui permet aux deux parties de trouver une issue leur issue ","B1"
"1078","1078","les bruits de klaxon viennent entrecouper les mots des militantes qui s expriment un micro dans leurs mains endolories par le froid matinal ","C1"
"1079","1079","deuxièmement il y a souvent la crainte lorsqu on n est pas sur les réseaux sociaux de louper quelque chose ","B1"
"1080","1080","je me précipite sur celle terre qui devrait s entrouvrir pour m engloutir à jamais  je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore ","C2"
"1081","1081","en musique l épanadiplose est une ressource d effets mélodiques des comptines ","C2"
"1082","1082","on a eu aucune nouvelle de cette personne depuis le 15 août ","B1"
"1083","1083","les habitants du monde entier sont invités à une assemblée extraordinaire à nossiop pour réfléchir aux applications de cette nouvelle technologie et à ses conséquences pour l humanité ","B1"
"1084","1084","alors dans ce texte vous avez attendu plusieurs expressions idiomatiques ","C2"
"1085","1085","les premiers jours nous ne lui avons rien dit et elle n a parlé à personne ","A2"
"1086","1086","jusqu à la mi novembre en fonction de la météo notamment et moyennant 150 euros par personne et par nuit les visiteurs pourront s offrir l un des vingt hébergements en immersion que met en place l établissement ","C1"
"1087","1087","je ne suis qu un bon soldat timide ","B1"
"1088","1088","c est le constat d un institut de recherche en californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles ainsi que de la capacité de la terre à se régénérer ","A2"
"1089","1089","tu me fais plaisir ","A1"
"1090","1090","cet amour propre était en tiers entre ellénore et moi ","C2"
"1091","1091","le travail d alain reynaud sur la chine des zhou orientaux où l on comprend que l unification du monde des han découle de la configuration géographique des principautés et de leur situation dans l ensemble des sociétés de l eurasie orientale peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne ","C2"
"1092","1092","si elle avait étudié davantage elle aurait pu réussir l examen ","B2"
"1093","1093","raconter tout serait impossible car il faudrait alors un volume au moins par journée pour énumérer les multitudes d incidents insignifiants qui emplissent notre existence ","C1"
"1094","1094","ici tout est mêlé et accéléré  souligne la sociologue ","C1"
"1095","1095","la majorité des français fête pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas","B1"
"1096","1096","ce dragon était le vieux serpent le roi ","A2"
"1097","1097","ainsi ils gagnent en effcacité et l employeur en profte ","B2"
"1098","1098","que le vulgaire croie à des comètes extraordinaires qui traversent l espace ou à l existence de monstres antédiluviens qui peuplent l intérieur du globe passe encore mais ni l astronome ni le géologue n admettent de telles chimères ","C2"
"1099","1099","vous avez fait de l exercice physique","A2"
"1100","1100","tour d horizon du bilan de ces douze jours de tractations ","C1"
"1101","1101","je suis dentiste dans un nouveau cabinet depuis une semaine et j aime mon travail","B1"
"1102","1102","par conséquent d après marx les hommes qui détiennent les clés des désirs de l humanité auront en leur possession un pouvoir immense et une responsabilité d autant plus importante","C2"
"1103","1103","tapez votre message sur les touches de votre téléphone","A1"
"1104","1104","j aimerais bien être figurant dans un film mais je n ai pas encore eu l occasion de l être ","B1"
"1105","1105","il pre fe re quand les sommes ne sont pas arrondies","A2"
"1106","1106","quand les joueurs eurent terminé le match ils prirent une boisson énergisante ","B2"
"1107","1107","une abeille m a piqué c est très douloureux ","B1"
"1108","1108","comment est votre blanquette ","A2"
"1109","1109","quelles sont les démarches à faire pour obtenir ce documment ","B2"
"1110","1110","c est au premier temps de la colonisation du continent américain par les colons européens au xviie siècle qu il faut remonter pour comprendre cette fête si particulière","B2"
"1111","1111","rien ne vaut un bon livre ","A2"
"1112","1112","malgré leur situation privilégié ces chatons connurent déjà la misère la famine et le froid extrême ","C1"
"1113","1113","j ai un frère et une soeur ","A1"
"1114","1114","il déplaçait les chaises en faisait des obstacles la forçait à pivoter pendant une minute autour de la même puis quittant celle là en saisissait une autre ","C2"
"1115","1115","au début l homme est un être naturel comme les animaux or il est aussi naturellement démuni face aux autres car le frère de prométhée epiméthée omet de le doter d une capacité qui lui permettrait de survivre","C2"
"1116","1116","au sein du gouvernement français rares sont ceux qui peuvent afficher sur leur cv ne serait ce qu une année à la fac ","C2"
"1117","1117","il élabore des méthodes pour défendre la ville d une attaque navale des turcs avec notamment l invention d un scaphandre à casque rudimentaire ","C1"
"1118","1118","je lis un livre très intéressant ","A1"
"1119","1119","elle allait vers le sud où il faisait moins froid ","A2"
"1120","1120","elle est certainement devenue mauvaise à cause de son mari ","B1"
"1121","1121","c est un retour impatiemment guetté par les gamins des bourgades bretonnes ","C1"
"1122","1122","les pèlerins partagèrent alors cette célébration avec leurs voisins indiens et ceux ci apportèrent alors des dindes à rôtir","C1"
"1123","1123","j habite un quartier calme","A1"
"1124","1124","l étude des dépouilles avec l aide d archéo vétérinaires a permis de remarquer que la plupart des animaux enterrés à bérénice sont morts de maladie parfois jeunes ou de blessure ","C1"
"1125","1125","en effet sitôt rentrés chez eux vanessa 14 ans raphaël 16 ans marie 44 ans et patrick 45 ans branchent les petites boîtes colorées afin de les recharger ","B2"
"1126","1126","avant noel vous achetez des cadeaux pour tout le monde ","A1"
"1127","1127","plus grave un lien a été mis en évidence entre ces usages et des symptômes de dépression ","B1"
"1128","1128","pourfendeur des sciences et des arts fossoyeur de la propriété privée contempteur de la monarchie ce bonhomme qui égratigne au passage les médecins les femmes les gens de lettres et les anglais sent le fagot ","C2"
"1129","1129","j ai décidé de peindre les murs en jaune et d y installer mon piano ","A2"
"1130","1130","un bureau ","A1"
"1131","1131","chêne mon aile est cassée je ne peux pas voler ","A2"
"1132","1132","or il faut bien différencier une contrainte d une obligation qui elle est une activité que l individu s impose lui même librement","C2"
"1133","1133","elle porte des lunettes ","A1"
"1134","1134","au fond beaucoup franchissent avec vaillance le mur du son de la cinquantaine ","C1"
"1135","1135","je suis une passionnée de montagne ","A1"
"1136","1136","on ne peut pas utiliser son portable et il n est pas permis de manger","A1"
"1137","1137","c est à dire ce n est pas une volonté hiérarchique qui viendrait des ministères ou de l académie ce sont les enseignants qui il suffit de regarder divers blogues sur internet d enseignants qui se posent des questions au primaire secondaire collège lycée ","C2"
"1138","1138","ainsi il existe déjà une méthode pour passer du virtuel au réel ","B1"
"1139","1139","hier s est terminé le salon de la pâtisserie de paris ","A2"
"1140","1140","les enquêteurs sont convaincus que l écoute électronique des conversations téléphoniques est un outil essentiel à la police ","B2"
"1141","1141","bon résultat de l économie française ce mois ci plus quatre pour cent","C1"
"1142","1142","il a rendez vous chez le médecin","A1"
"1143","1143","souvent je m arrêtais pour parler avec les villageois ","A2"
"1144","1144","le monastère avait donc conservé son église médiévale qui faisait également office de paroissiale ","C1"
"1145","1145","mais aussi des fraisiers  je me régale et je fais le plein de vitamines j espère que tu passes de bonnes vacances à limoges","A2"
"1146","1146","curieusement l actuel président du groupe radio france ne se souvient pas du débat après l arrivée de m aphatie  son arrivée n a pas été critiquée car il était évident que jean michel aphatie avait beaucoup de présence à la radio ","B1"
"1147","1147","il ne peut en rester qu un ","A2"
"1148","1148","dans le sac il y a un téléphone des clés un ordinateur une photo et un portefeuille","A1"
"1149","1149","tous les dimanches je vais faire mes courses au marché ","A1"
"1150","1150","l école a t elle fait changer le monde ","A2"
"1151","1151","le backtesting évalue essentiellement la performance d une stratégie de trading sur des données historiques si nous avons utilisé une stratégie donnée sur un ensemble d actifs dans le passé dans quelle mesure elle aurait été performante ","C1"
"1152","1152","depuis qu elles se sont diversifiées au moins 30 000 sont nées et se sont éteintes souvent sans laisser de trace ","C1"
"1153","1153","je travaille chez moi le matin et l après midi","A1"
"1154","1154","avec de nombreux professionnels j ai appelé en tant que contrôleuse générale des lieux de privation de liberté cgpl  à une vaccination massive du personnel et des prisonniers ","C1"
"1155","1155","au regard des défis posés à la société multiculturelle le couple mixte se présente comme un laboratoire intensif de tous les instants d échanges d analyses de synthèses capable d imaginer des solutions originales applicables à un niveau individuel mais susceptibles d inspirer les politiques collectives ou dans certains cas d être transposées à l échelle de la société ","C1"
"1156","1156","nous ne nous attendions pas à un tel buzz ","B1"
"1157","1157","oh mais attends une seconde ","A2"
"1158","1158","vous allâtes dans une contrée lointaine pour tout oublier de vos erreurs passées dont seul le commun des mortels ignore ","C2"
"1159","1159","la salle commençait à se remplir on tirait les lorgnettes de leurs étuis et les abonnés s apercevant de loin se faisaient des salutations ","C2"
"1160","1160","débuter la journée par un premier repas organisé autour d une de ces boissons dopantes que l on sucre preut sembler passablement anecdotique ","C2"
"1161","1161","le tas de riz tantant tanta le tas de rats tentés ","C2"
"1162","1162","a t il parlé d astuces pratiques pour un bien être quotidien et d un questionnement philosophique sur cette quête de l impossible","B1"
"1163","1163","accusé de manger à tous les râteliers l élu démissionne ","B2"
"1164","1164","lui qui enfant suivait sa mère trappeur peut encore aujourd hui emmener son fils de 14 ans chasser mais dit craindre la réduction des quotas de chasse pour les ours polaires ","C1"
"1165","1165","un enseignement fondé sur l expérimentation et la pratique des objectifs d apprentissage transversaux des actions tournées en priorité vers la formation continue des enseignants menées en collaboration avec la communauté scientifique et professionnelle","C1"
"1166","1166","alors qu elle revenait du marché à travers la brousse une femme laisse tomber une cruche et continue son chemin sans s apercevoir de rien ","A1"
"1167","1167","le bébé pleure depuis des heures il a faim ","A1"
"1168","1168","les cadeaux seront déposés à son pied le soir du 24 ou le 25 décembre au matin","B2"
"1169","1169","dans cette ville tout comme à paris et londres les autorités ont déjà décidé de mettre en place des règles pour limiter la durée de location ","B1"
"1170","1170","vec ses livreurs à vélo aux énormes sacs à dos carrés l entreprise est devenue incontournable pendant la pandémie ","C1"
"1171","1171","depuis combien de temps ","A2"
"1172","1172","idem pour les voies technologiques ","C1"
"1173","1173","il savait déjà qu il faut éviter les aliments grossiers les lourdes venaisons et les boissons fermentées  il connaissait aussi l influence bienfaisante des bains fréquents qui gardent la peau saine et reposent des fatigues ","B2"
"1174","1174","c est la jungle ","A2"
"1175","1175","spacex officiellement space exploration technologies corporation est une entreprise américaine spécialisée dans le domaine de l astronautique et du vol spatial ","C1"
"1176","1176","la merveilleuse paix de cet été endormi entrait en moi comme une marée ","C2"
"1177","1177"," aujourd hui nous magnifions les robots pour faciliter leur future acceptation sociale  relève le psychiatre serge tisseron de l université paris vii dans le magazine les dossiers de la recherche mais cette forte empathie peut avoir son revers ","C2"
"1178","1178","les dernières semaines avant noël se déroulent dans une ambiance joyeuse et féérique","B2"
"1179","1179","or ces mêmes statistiques en témoignent on trouve","C1"
"1180","1180","mais déjà le commerce équitable commence à être récupéré par des entrepreneurs au nez creux et peu soucieux de respecter les critères fondamentaux trop contraignants ","C1"
"1181","1181","c est les discussions d aujourd hui ","A2"
"1182","1182","cette assurance me calma  je sentis ma douleur s apaiser ","C2"
"1183","1183","papa raconte une histoire aux enfants pour les endormir ","A1"
"1184","1184","mis en place par l éco organisme récylum ce dispositif intéresse en premier lieu les entreprises du bâtiment mais aussi les industries et les collectivités territoriales qui détiennent du matériel alarmes incendie caméras de surveillance qui ne fonctionne plus ","B2"
"1185","1185","j en conclus que les réalistes de talent devraient s appeler plutôt des illusionnistes ","C1"
"1186","1186","vous ouvrîtes la boîte à musique et découvrîtes un bijou serti de pierres précieuses multicolors ","C1"
"1187","1187","si nous avions eu suffisament d argent nous aurions pris l avion pour nous rendre à notre conférence sur les enjeux écologiques du siècle et ainsi participer activement au débat ","B2"
"1188","1188","je ne veux pas ","A1"
"1189","1189","la journée est longue pour david qui attend le samedi toute la semaine ","A2"
"1190","1190","nous souhaitons favoriser davantage la création et l ouverture à d autres publics  explique nathalie perrin gilbert ","C1"
"1191","1191","je me réjouis de te revoir pendant les vacances ","A2"
"1192","1192","de fait les relations de l individu au groupe du privé au collectif demeurent complexes dans l hexagone ","B2"
"1193","1193","il était une fois une petite fille de village ","A2"
"1194","1194","l addition s il vous plaît ","A1"
"1195","1195","ils doivent également présenter le cas échéant les documents justifiant de l objet et des conditions de leur séjour","C1"
"1196","1196","un petit garçon  on essaye de leur parler","A2"
"1197","1197","le couple a bien fait d évacuer","A2"
"1198","1198","lorsqu elle eut revu son premier amoureux son coeur battit follement","C2"
"1199","1199","de fait en scindant son enseignement supérieur en deux systèmes concurrents la france a créé une hiérarchie dans toutes les têtes la grande école est synonyme de réussite l université de rebut ","C2"
"1200","1200","on le trouvera ridicule et ce sera une catastrophe ","B1"
"1201","1201","qu est ce que vous avez comme tartes ","A1"
"1202","1202","on partait de bonne heure pour ne pas être coincés dans les embouteillages","A2"
"1203","1203","la fao organisation pour l alimentation et l agriculture estime que 95  des personnes victimes de sous alimentation chronique vivent dans les pays en voie de développement ","C1"
"1204","1204","on vient d acheter une résidence secondaire au pays basque qui sera notre point de ralliement familial ","C1"
"1205","1205","l échange c est à dire l interaction verbale se présente comme une co construction constitutive de la dynamique du groupe  c est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis à vis des autres selon les objets et les enjeux des interactions que l on envisage d analyser tant la variation des usages en présence que l hétérogénéité constitutive du dire dans cet espace ","C2"
"1206","1206","mon mari a enfin trouvé une place d architecte et travaille sur un important projet d immeuble avec son équipe","B1"
"1207","1207","c est somptueux ","A2"
"1208","1208","bonne chance ","A1"
"1209","1209","j ouvrais la porte et le chien courait à l extérieur ","A2"
"1210","1210","mais qu ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable c est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile ce qui est inadmissible ","C1"
"1211","1211","non je ne parle pas français ","A1"
"1212","1212","il est tombé malade l année précédant son mariage ","B2"
"1213","1213","les maires ont ainsi voulu montrer qu ils les avaient à l oeil ","B1"
"1214","1214","il allait devoir passer l hiver ici dans la forêt en attendant d être guérit ","B1"
"1215","1215","il est très fâché parce qu elle ne lui a pas répondu au téléphone ","A1"
"1216","1216","celui ci ancien soldat devinant d abord le plan de campagne de son interlocuteur parla des protections qu avait son maître ajoutant que certes on ne lui chiperait pas ses beaux chevaux ","C1"
"1217","1217","je ne te crois pas ","A1"
"1218","1218","le journal a été emporté par un coup de vent ","B1"
"1219","1219","les optimistes soulignent qu il ne représente encore qu une part infinitésimale des échanges internationaux mais que le concept est porteur ","C1"
"1220","1220","sans y penser j ai fait des erreurs ","B1"
"1221","1221","quand tu sors de l ascenseur tourne à droite et encore à droite ","A2"
"1222","1222","et il regardait tous ces hommes attablés et buvant tous ces hommes qui pouvaient se désaltérer tant qu il leur plaisait ","B2"
"1223","1223","elle a préparé les photocopies pour les participants à la réunion de l après midi","B1"
"1224","1224","ainsi madame qui est irlandaise et vit à lieu témoigne  en france si je parle anglais à mon fils il me répond plutôt en français ","B1"
"1225","1225","capacités intellectuelles ou problèmes d orientation ","B2"
"1226","1226","a affronter ce monde et l améliorer ","A2"
"1227","1227","deux guerres mondiales en 1914 et 1939 convainquirent cependant de nombreux européens que le concert européen avait échoué et ne parvenait plus à gérer les affaires du continent ","C2"
"1228","1228","il y a des cours de portugais ","A1"
"1229","1229","les spécialistes de la violence chez les adolescents rappellent qu il est dangereux de les considérer comme une armée menaçante ","B1"
"1230","1230","malheureusement il ne s agit que de moyenne ","B1"
"1231","1231","le paysage devient tout blanc à cause de la neige et de la glace ","A1"
"1232","1232","l après midi j ai encore beaucoup de choses à faire","A2"
"1233","1233","de fait la nature peut être par l homme changée tout à fait transformée ébranlée jusqu en ses fondements et c est pourquoi il sied de réhabiliter le mot de magie en lui redonnant le sens honorable qu il avait autrefois et en désignant par là une science justement ambitieuse qui de la connaissance des formes cachées déduit des opérations étonnantes ","C2"
"1234","1234","le bleu est très présent dans la nature  c est la couleur du ciel et de la mer ","A1"
"1235","1235","elle fais ses devoirs puis prépare le dîner et finalement elle regarde un film avant d aller se coucher ","A2"
"1236","1236","pas de fête avec vous ce soir","A1"
"1237","1237","je n arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux ","A2"
"1238","1238","c était une chétive créature une masse de chair ridée avec des paupières entre closes des traits informes et à peine ébauchés ","C2"
"1239","1239","j aime les pommes de terre ","A1"
"1240","1240","elle a juste miaulé craintivement et s est recroquevillée sur sa branche oú elle se trouve ","B2"
"1241","1241","mesdames messieurs votre attention s il vous plaît ","A2"
"1242","1242","en cinquante ans les progrès accomplis par les techniques de l information ont entraîné une amplification extraordinaire des flux d informations ","C1"
"1243","1243","je regarde un film en allemand ","A1"
"1244","1244","les vacances sont les moments préférés de pierre car il a pour habitude d aller chez ses grands parents qui vivent dans une ferme de la campagne normande","A1"
"1245","1245","figurez vous un turc allant la nuit chez paul niquet ","B2"
"1246","1246","la comtesse s était passionnée pour le caractère primitif et pour l astrologie de l abbé blanès ","C1"
"1247","1247","pour dissuader ses lyce ens de faire les beaux arts l e cole du cirque ou un diplo me d arts du spectacle un proviseur avait coutume de leur raconter cette histoire  j avais deux copains","C1"
"1248","1248","perrette retenant sa respiration tellement était forte l odeur nauséabonde d huile de vidange dans la chambre garage ","C1"
"1249","1249","néanmoins l introduction de la notion de genre dans la santé entraîne une meilleure compréhension des processus biologiques et sociaux intriqués qui influencent les trajectoires de santé des hommes et des femmes ","C1"
"1250","1250","pour conjurer les deux mois de vacances ils ache tent donc leur potion en librairie pour un investissement moyen de 7 euros","C2"
"1251","1251","le courant d air ainsi créé permet à la sueur  qui absorbe la chaleur du corps  de s évaporer et ainsi de le refroidir ","B1"
"1252","1252","la pelle les pincettes et le bec du soufflet tous de proportion colossale brillaient comme de l acier poli tandis que le long des murs s étendait une abondante batterie de cuisine où miroitait inégalement la flamme claire du foyer jointe aux premières lueurs du soleil arrivant par les carreaux ","C2"
"1253","1253","mais les chiens et les chats ne s aiment pas beaucoup ","A1"
"1254","1254","il s offre les meilleurs guides gravit les montagnes s e panouit","C1"
"1255","1255","les préadolescents et adolescents semblent particulièrement sensibles ","B2"
"1256","1256","les cordes vocales ce sont des muscles hein et donc j ai un entraînement quotidien parce qu on doit être raccord avec des enregistrements qui ont quelquefois 10 voire 15 ans","B2"
"1257","1257","elle trouvait ça drôle finissait par rire et s animant commençait à trottiner derrière lui avec de légers cris joyeux et craintifs quand elle 143 avait cru le saisir ","C2"
"1258","1258","il est en train de ranger ses affaires ","A2"
"1259","1259","tout comme la révolution industrielle a vu naître le capitalisme je suis persuadé que la robolution va profondément modifier notre système économique ","B2"
"1260","1260","on a ainsi constaté chez les femmes urbaines de haut niveau socio économique au brésil 28  de réduction de la surcharge pondérale de 1989 à 1997 ","C1"
"1261","1261","cette réponse me bouleversa ","C2"
"1262","1262"," les dames rient je pense qu il y aurait de la bagarre hein","A2"
"1263","1263","tu ne mérites pas d en manger dit l autre ","A2"
"1264","1264","jeune retraité de l éducation nationale roger rougier a sa réponse ","C1"
"1265","1265","tout se passe bien en france ","B1"
"1266","1266","non elle est fleuriste ","A1"
"1267","1267","sans enfants à cinquante neuf ans guido avait de son propre coeur préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation  l hommage sans remords à la noblesse la génuflexion que fait par contraction musculaire le corps pourchassé en s affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur ","C2"
"1268","1268","le plat plein ploie sous le poids ou ne ploie point ","C2"
"1269","1269","et vous l entendez ce violon qui joue du klezmer la musique traditionnelle des juifs itinérants ","B2"
